Desktop_Software_Build_Version,2.0
#;Jahr;Monat;Tag;Stunde;Minute;Sekunde;VelX;VelY;VelZ;SNR1;SNR2;SNR3;AccX;AccY;AccZ;Temp
();();();();();();();(m/s);(m/s);(m/s);(dB);(dB);(dB);(cnts);(cnts);(cnts);(° C)
02;2025;09;29;16;22;13;0,624;-0,068;-0,177;39,358;39,315;38,549;60,339;454,535;15843,61;10,104
02;2025;09;29;16;22;13;0,762;-0,012;0,008;33,93;32,49;34,958;-95,575;620,983;15783,36;10,105
02;2025;09;29;16;22;14;0,81;-0,004;-0,004;37,668;36,311;38,707;221,718;484,448;15664,9;10,104
02;2025;09;29;16;22;14;0,747;0,03;-0,3;38,224;35,604;38,256;326,275;519,934;15573,49;10,1
02;2025;09;29;16;22;15;0,453;-0,195;-0,038;38,558;37,15;41,643;2,576;536,629;15814,67;10,089
02;2025;09;29;16;22;15;0,606;-0,165;0,068;37,668;38,696;38,978;-70,457;360,781;15846,03;10,077
02;2025;09;29;16;22;16;0,882;-0,053;-0,007;37,223;37,504;40,107;540,644;260,461;15561,73;10,072
02;2025;09;29;16;22;16;0,547;-0,04;-0,036;37,512;36,134;39,001;-29,303;271,111;15899,67;10,082
02;2025;09;29;16;22;17;0,752;0,004;-0,073;34,82;34,588;36,494;-19,198;700,921;15834,58;10,078
02;2025;09;29;16;22;17;0,845;-0,021;-0,051;35,821;34,478;39,588;-77,632;508,418;15833,39;10,072
02;2025;09;29;16;22;18;0,828;-0,081;-0,353;38,958;36,885;39,724;-59,995;429,449;15827,96;10,072
02;2025;09;29;16;22;18;0,525;-0,111;-0,249;39,492;37,923;39,52;-113,712;681,304;15834,27;10,072
02;2025;09;29;16;22;19;0,501;0,012;0,179;38,825;38,166;39,927;-3,831;458,492;15806,91;10,072
02;2025;09;29;16;22;19;0,482;-0,082;0,129;39,803;38,542;40,943;16,459;564,884;15784,46;10,072
02;2025;09;29;16;22;20;0,746;-0,047;0,136;39,67;37,879;40,311;-197,043;553,601;16003,94;10,072
